City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,imbituba,-28.24,-48.6703,62.8,85,8,3.04,BR,1680474721
281,laguna,38.421,-121.4238,64.76,51,20,16.11,US,1680474722
282,kassala,15.451,36.4,77.27,26,72,8.95,SD,1680474722
283,ust-maya,60.4167,134.5333,3.11,98,100,1.88,RU,1680474722
284,bambous virieux,-20.3428,57.7575,79.21,89,75,6.91,MU,1680474722
285,villarrica,-25.75,-56.4333,72.32,28,0,4.74,PY,1680474722
286,kruisfontein,-34.0033,24.7314,65.88,79,99,7.63,ZA,1680474722
287,saint george,37.1041,-113.5841,71.94,20,0,7.0,US,1680474571
288,chai nat,15.1167,100.1,82.06,99,12,5.37,TH,1680474723
289,zhigansk,66.7697,123.3711,18.97,94,100,22.82,RU,1680474723
290,litovko,49.2361,135.1742,43.32,68,11,3.65,RU,1680474723
291,juarez,31.7333,-106.4833,79.61,8,0,18.41,MX,1680474668
292,resistencia,-27.4606,-58.9839,80.65,48,0,5.75,AR,1680474517
293,saint-ambroise,48.5501,-71.3324,21.74,45,64,17.27,CA,1680474723
294,coos bay,43.3665,-124.2179,46.99,74,75,17.27,US,1680474521
295,tupancireta,-29.0806,-53.8358,64.04,52,7,8.81,BR,1680474562
296,gonbad-e qabus,37.25,55.1672,47.79,57,97,3.53,IR,1680474724
297,mareeba,-17.0,145.4333,77.72,96,22,3.65,AU,1680474724
298,lorengau,-2.0226,147.2712,82.49,77,99,6.31,PG,1680474724
299,san ignacio,17.1561,-89.0714,93.34,38,75,11.5,BZ,1680474724
300,doha,25.2867,51.5333,66.09,50,0,12.66,QA,1680474584
301,klaksvik,62.2266,-6.589,43.72,82,100,9.46,FO,1680474619
302,roma,43.2128,-75.4557,39.34,37,0,5.75,US,1680474483
303,thinadhoo,0.5333,72.9333,81.45,72,5,3.31,MV,1680474724
304,borogontsy,62.6683,131.1683,6.4,94,61,5.44,RU,1680474724
305,bilibino,68.0546,166.4372,-7.06,98,98,2.75,RU,1680474724
306,hibbing,47.4272,-92.9377,43.95,42,100,3.44,US,1680474431
307,mayskiy,47.6931,40.1025,47.61,75,63,8.48,RU,1680474725
308,karakol,42.4907,78.3936,34.99,28,0,5.5,KG,1680474725
309,porto walter,-8.2686,-72.7439,73.98,99,83,2.1,BR,1680474725
310,axim,4.8699,-2.2405,78.3,91,36,2.26,GH,1680474726
311,taltal,-25.4,-70.4833,69.1,88,51,6.89,CL,1680474621
312,ahipara,-35.1667,173.1667,65.12,64,99,17.56,NZ,1680474726
313,flagstaff,35.1981,-111.6513,60.53,25,0,18.41,US,1680474587
314,albanel,48.8832,-72.4487,21.34,42,95,9.22,CA,1680474726
315,richards bay,-28.783,32.0377,72.77,82,58,15.12,ZA,1680474726
316,port-gentil,-0.7193,8.7815,82.36,79,75,8.05,GA,1680474726
317,northam,51.0333,-4.2167,46.26,84,100,5.88,GB,1680474710
318,ha giang,22.8333,104.9833,72.86,96,90,1.81,VN,1680474726
319,flinders,-34.5833,150.8552,69.06,87,68,4.0,AU,1680474726
320,patitirion,39.15,23.8667,56.37,79,100,2.35,GR,1680474727
321,chapais,49.7834,-74.8492,17.38,93,100,0.45,CA,1680474727
322,mehamn,71.0357,27.8492,26.51,86,20,14.97,NO,1680474727
323,pontianak,-0.0333,109.3333,75.18,94,20,3.44,ID,1680474727
324,hue,16.4667,107.6,75.31,88,40,3.44,VN,1680474727
325,saldanha,-33.0117,17.9442,64.45,90,84,11.21,ZA,1680474727
326,letka,59.6011,49.4232,36.39,97,100,4.18,RU,1680474727
327,pangnirtung,66.1451,-65.7125,2.91,80,100,6.15,CA,1680474727
328,freetown,8.484,-13.2299,80.31,89,40,8.05,SL,1680474728
329,hasaki,35.7333,140.8333,55.22,59,100,18.57,JP,1680474638
330,mecca,21.4267,39.8261,71.38,52,13,3.91,SA,1680474728
331,santa cruz,-17.8,-63.1667,87.26,66,20,6.91,BO,1680474604
332,balabac,7.9868,117.0645,78.66,81,100,2.15,PH,1680474728
333,saint-francois,46.4154,3.9054,44.04,93,100,11.5,FR,1680474728
334,bandarbeyla,9.4942,50.8122,80.89,76,40,4.74,SO,1680474728
335,novopetrovskoye,55.9928,36.4719,40.14,99,100,1.81,RU,1680474728
336,saint anthony,45.0205,-93.218,46.33,57,0,16.11,US,1680474728
337,havelock,34.8791,-76.9013,64.38,55,0,9.22,US,1680474728
338,iqaluit,63.7506,-68.5145,11.93,57,75,10.36,CA,1680474573
339,safita,34.8205,36.1153,51.64,78,27,3.67,SY,1680474729
340,thessalon,46.2501,-83.5666,35.89,83,100,10.78,CA,1680474629
341,strezhevoy,60.7333,77.5889,34.3,96,96,11.14,RU,1680474729
342,vao,-22.6667,167.4833,77.76,82,59,6.29,NC,1680474729
343,kieta,-6.2167,155.6333,84.65,69,66,3.87,PG,1680474730
344,westport,41.1415,-73.3579,51.1,22,0,11.5,US,1680474609
345,rabo de peixe,37.8,-25.5833,54.91,71,20,9.22,PT,1680474730
346,caravelas,-17.7125,-39.2481,78.51,77,70,9.24,BR,1680474730
347,dubbo,-32.25,148.6167,64.53,72,40,11.5,AU,1680474730
348,nanao,37.05,136.9667,53.31,74,0,11.34,JP,1680474730
349,ati,13.2154,18.3353,84.99,20,63,9.44,TD,1680474730
350,makakilo city,21.3469,-158.0858,78.01,76,20,6.91,US,1680474730
351,superior,46.7208,-92.1041,42.48,86,100,9.22,US,1680474730
352,marathon,44.9,-89.7668,51.55,64,0,13.8,US,1680474650
353,lavrentiya,65.5833,-171.0,6.15,72,25,0.96,RU,1680474731
354,sungairaya,0.7,108.9,76.84,87,99,2.89,ID,1680474731
355,caconda,-13.7333,15.0667,60.75,94,100,2.55,AO,1680474731
356,sterlibashevo,53.4376,55.2578,32.5,79,9,5.12,RU,1680474731
357,waipawa,-41.4122,175.5153,53.67,88,97,9.91,NZ,1680474732
358,general roca,-39.0333,-67.5833,68.63,36,96,13.04,AR,1680474732
359,boa vista,2.8197,-60.6733,85.98,48,40,11.5,BR,1680474732
360,karlshamn,56.1706,14.8619,28.89,78,36,9.15,SE,1680474732
361,praia da vitoria,38.7333,-27.0667,56.75,70,57,17.6,PT,1680474621
362,yokadouma,3.5167,15.05,72.5,70,9,2.28,CM,1680474732
363,santo domingo,18.5001,-69.9886,85.64,75,40,8.05,DO,1680474566
364,port hedland,-20.3167,118.5667,84.81,70,57,10.96,AU,1680474732
365,chicama,-7.8447,-79.1469,82.94,64,70,10.0,PE,1680474732
366,chokwe,-24.5333,32.9833,69.06,86,0,5.55,MZ,1680474732
367,ukiah,39.1502,-123.2078,57.36,66,100,10.36,US,1680474585
368,kargil,34.5667,76.1,22.46,83,98,0.87,IN,1680474733
369,sabha,27.0377,14.4283,69.57,11,0,12.68,LY,1680474733
370,salinas,36.6777,-121.6555,62.96,61,100,12.66,US,1680474734
371,omboue,-1.5746,9.2618,78.1,86,63,6.64,GA,1680474734
372,jiuquan,39.7432,98.5174,36.01,60,18,3.33,CN,1680474734
373,ambulu,-8.345,113.6058,75.06,91,100,2.93,ID,1680474735
374,rio gallegos,-51.6226,-69.2181,55.45,54,0,5.75,AR,1680474724
375,hays,30.0502,-98.0336,85.82,58,98,5.99,US,1680474735
376,whitehorse,60.7161,-135.0538,32.09,46,100,2.3,CA,1680474735
377,sao filipe,14.8961,-24.4956,76.28,61,0,14.41,CV,1680474735
378,oneonta,42.4529,-75.0638,38.3,36,7,6.22,US,1680474735
379,sasaram,24.951,84.0149,73.49,42,0,3.67,IN,1680474736
380,nisia floresta,-6.0911,-35.2086,81.41,81,98,4.83,BR,1680474736
381,tura,25.5198,90.2201,64.11,78,36,4.07,IN,1680474640
382,souillac,-20.5167,57.5167,79.18,89,75,6.91,MU,1680474736
383,pitimbu,-7.4706,-34.8086,81.19,74,74,6.93,BR,1680474736
384,nizwa,22.9333,57.5333,72.25,33,18,4.07,OM,1680474737
385,san andres,12.5847,-81.7006,86.02,66,20,16.11,CO,1680474737
386,port hawkesbury,45.6169,-61.3485,35.19,71,0,12.66,CA,1680474737
387,nueve de julio,-35.4444,-60.8831,65.97,68,99,1.99,AR,1680474737
388,dwarka,22.2394,68.9678,75.63,77,2,12.35,IN,1680474737
389,barabai,-2.5833,115.3833,74.16,97,96,1.23,ID,1680474737
390,oranjemund,-28.55,16.4333,63.27,78,88,9.93,NA,1680474737
391,lata,40.1629,-8.3327,54.91,76,99,2.28,PT,1680474737
392,mandali,33.7499,45.5541,56.7,44,3,6.04,IQ,1680474738
393,christchurch,-43.5333,172.6333,60.91,75,20,6.91,NZ,1680474626
394,aleksandrow kujawski,52.8766,18.6935,37.27,86,12,11.03,PL,1680474738
395,camargo,27.6667,-105.1667,87.96,4,100,16.93,MX,1680474738
396,chaozhou,23.6651,116.6379,64.26,76,25,4.45,CN,1680474738
397,sao jose da coroa grande,-8.8978,-35.1478,79.18,78,100,6.15,BR,1680474738
398,kiama,-34.6833,150.8667,69.26,83,70,1.01,AU,1680474739
399,palasa,18.7667,84.4167,76.26,88,34,3.87,IN,1680474739
400,pyu,18.4833,96.4333,72.48,67,63,0.89,MM,1680474739
401,faanui,-16.4833,-151.75,82.89,69,100,7.05,PF,1680474739
402,buala,-8.145,159.5921,83.88,72,100,8.88,SB,1680474731
403,padang,-0.9492,100.3543,75.25,92,100,1.97,ID,1680474739
404,bud,39.447,-86.1758,58.89,53,6,10.0,US,1680474739
405,rivadavia,-33.1905,-68.4608,73.4,43,0,7.34,AR,1680474660
406,tottori,35.5,134.2333,44.67,87,75,3.44,JP,1680474444
407,koumac,-20.5667,164.2833,83.86,62,7,3.33,NC,1680474740
408,san javier,37.8063,-0.8374,61.05,52,0,5.01,ES,1680474740
409,vila franca do campo,37.7167,-25.4333,55.81,60,32,13.6,PT,1680474740
410,najran,17.4924,44.1277,66.85,51,88,11.39,SA,1680474740
411,portland,45.5234,-122.6762,47.21,86,100,8.05,US,1680474740
412,bubaque,11.2833,-15.8333,78.12,78,2,15.66,GW,1680474740
413,dzhebariki-khaya,62.2167,135.8,7.21,93,96,4.7,RU,1680474740
414,belmonte,-15.8631,-38.8828,78.98,78,21,7.34,BR,1680474635
415,newcastle,-32.9272,151.7765,64.71,99,75,5.75,AU,1680474685
416,the pas,53.8251,-101.2541,19.42,45,0,8.05,CA,1680474741
417,vila velha,-20.3297,-40.2925,77.95,72,0,10.36,BR,1680474741
418,powell river,49.8496,-124.5361,44.33,100,100,4.61,CA,1680474741
419,sipe sipe,-17.45,-66.3833,75.69,54,7,2.68,BO,1680474741
420,katsuura,35.1333,140.3,51.82,72,100,19.71,JP,1680474741
421,japura,-0.3167,102.35,73.08,99,100,2.35,ID,1680474741
422,dzaoudzi,-12.7887,45.2699,76.89,94,0,3.44,YT,1680474742
423,dovolnoye,54.4958,79.6671,18.05,84,51,7.54,RU,1680474742
424,ban nahin,18.2418,104.2122,72.16,93,25,2.75,LA,1680474742
425,deputatskiy,69.3,139.9,-1.12,83,92,2.57,RU,1680474742
426,rapar,23.5667,70.6333,75.78,75,14,16.51,IN,1680474743
427,tripoli,32.8752,13.1875,59.34,62,77,19.33,LY,1680474743
428,hluti,-27.2167,31.6167,65.1,98,34,3.42,SZ,1680474744
429,ndele,8.4109,20.6473,80.31,18,5,3.8,CF,1680474744
430,zabid,14.1951,43.3152,77.81,80,47,9.6,YE,1680474744
431,doka,13.5167,35.7667,80.69,11,36,13.13,SD,1680474744
432,hojai,26.0,92.8667,64.63,85,4,0.65,IN,1680474744
433,auch,43.65,0.5833,51.26,83,95,4.0,FR,1680474744
434,teeli,51.0333,90.2333,9.7,36,8,3.38,RU,1680474744
435,siruguppa,15.6333,76.9,76.15,42,64,0.67,IN,1680474745
436,oksfjord,70.2396,22.3479,32.18,80,78,8.9,NO,1680474745
437,nemuro,43.3236,145.575,34.39,69,0,12.8,JP,1680474745
438,torres,-29.3353,-49.7269,62.83,73,5,1.57,BR,1680474745
439,guerrero negro,27.9769,-114.0611,60.04,74,3,21.14,MX,1680474745
440,ossora,59.2353,163.0719,28.13,89,100,3.0,RU,1680474745
441,antalaha,-14.9003,50.2788,74.35,93,100,3.18,MG,1680474745
442,moerai,-22.4333,-151.3333,72.63,88,100,6.69,PF,1680474745
443,parga,39.2831,20.3964,55.72,72,100,4.81,GR,1680474745
444,xichang,27.8964,102.2634,49.89,72,3,2.71,CN,1680474746
445,goderich,43.7501,-81.7165,40.91,48,40,11.5,CA,1680474746
446,coruripe,-10.1256,-36.1756,79.21,78,100,10.09,BR,1680474746
447,saint-georges,12.0564,-61.7485,80.28,78,20,20.71,GD,1680474746
448,warri,5.5167,5.75,78.21,89,99,4.32,NG,1680474746
449,troyes,48.3333,4.0833,43.57,87,100,11.5,FR,1680474746
450,baykalovo,57.3981,63.7684,32.94,82,77,6.64,RU,1680474746
451,cotonou,6.3654,2.4183,81.57,79,35,6.69,BJ,1680474747
452,altay,47.8667,88.1167,11.1,48,0,11.65,CN,1680474747
453,tupelo,34.2576,-88.7034,75.49,27,0,12.66,US,1680474747
454,mehran,33.1222,46.1646,57.67,41,3,5.57,IR,1680474747
455,krasnoselkup,65.7,82.4667,24.39,96,100,9.98,RU,1680474700
456,la sarre,48.8002,-79.1996,31.75,86,100,10.83,CA,1680474606
457,moctezuma,29.8,-109.6667,84.81,8,0,7.85,MX,1680474748
458,choya,52.0108,86.5467,18.55,86,100,3.33,RU,1680474748
459,asfi,32.2994,-9.2372,60.39,92,0,22.66,MA,1680474748
460,ayan,56.45,138.1667,19.0,69,84,5.93,RU,1680474748
461,ranong,9.9658,98.6348,75.13,81,22,3.49,TH,1680474748
462,avera,33.194,-82.5271,75.25,49,70,4.41,US,1680474748
463,mayya,61.7333,130.2811,0.72,88,23,4.21,RU,1680474748
464,gondanglegi,-7.7479,112.0132,73.63,87,100,2.35,ID,1680474680
465,okha,53.5739,142.9478,29.43,81,100,4.36,RU,1680474748
466,la rioja,42.25,-2.5,38.98,96,41,4.21,ES,1680474748
467,banikoara,11.2985,2.4386,85.06,11,16,5.17,BJ,1680474748
468,bairnsdale,-37.8333,147.6167,53.06,96,3,1.86,AU,1680474749
469,khaga,25.7833,81.1167,72.82,47,4,2.66,IN,1680474749
470,ilo,-17.6394,-71.3375,69.57,89,21,3.6,PE,1680474749
471,bend,44.0582,-121.3153,42.66,50,0,16.11,US,1680474671
472,san quintin,30.4833,-115.95,59.45,72,0,19.82,MX,1680474749
473,el dorado,38.7666,-120.5177,50.58,92,100,5.99,US,1680474656
474,alice springs,-23.7,133.8833,70.21,58,77,8.05,AU,1680474651
475,la palma,33.8464,-118.0467,74.66,59,0,10.36,US,1680474749
476,palmer,42.1584,-72.3287,46.65,23,20,16.11,US,1680474591
477,caarapo,-22.6342,-54.8222,71.87,86,24,5.06,BR,1680474749
478,whitianga,-36.8333,175.7,66.81,59,4,9.82,NZ,1680474749
479,ozinki,51.1786,49.6769,44.37,54,3,8.39,RU,1680474750
480,shiyan,32.6475,110.7781,60.76,96,100,1.63,CN,1680474750
481,sokoto,13.0609,5.239,80.85,9,8,9.91,NG,1680474750
482,santa ines,-3.6667,-45.38,73.81,96,98,2.1,BR,1680474750
483,ventspils,57.3894,21.5606,31.93,69,0,6.91,LV,1680474750
484,bardiyah,31.7561,25.0865,66.97,42,21,16.58,LY,1680474750
485,akureyri,65.6835,-18.0878,37.33,70,0,9.22,IS,1680474750
486,fengrun,39.8333,118.1167,52.81,39,100,4.23,CN,1680474750
487,sete lagoas,-19.4658,-44.2467,78.08,91,83,3.02,BR,1680474751
488,forfar,56.6431,-2.8903,40.75,84,88,3.13,GB,1680474751
489,yar-sale,66.8333,70.8333,11.7,86,26,10.76,RU,1680474751
490,byron bay,-28.65,153.6167,66.7,84,50,8.55,AU,1680474751
491,zabol,32.25,67.25,49.75,72,62,9.44,AF,1680474751
492,kloulklubed,7.0419,134.2556,77.5,70,22,2.66,PW,1680474751
493,longyearbyen,78.2186,15.6401,17.44,93,75,3.44,SJ,1680474600
494,bulancak,40.9372,38.2291,53.42,82,75,4.61,TR,1680474751
495,morondava,-20.2833,44.2833,76.86,88,37,4.32,MG,1680474751
496,broken hill,-31.95,141.4333,60.37,34,88,6.02,AU,1680474688
497,treinta y tres,-33.2333,-54.3833,63.63,59,98,7.47,UY,1680474656
498,pocao de pedras,-4.6667,-44.85,73.02,96,100,1.34,BR,1680474752
499,arman,59.7,150.1667,21.02,74,28,9.6,RU,1680474752
500,mana,5.6592,-53.7767,76.68,84,87,9.48,GF,1680474651
501,myaundzha,63.0494,147.1858,-3.5,87,56,3.62,RU,1680474752
502,bull savanna,17.8868,-77.5902,77.59,71,42,2.89,JM,1680474752
503,upata,8.0086,-62.3989,78.19,60,74,9.33,VE,1680474752
504,derzhavinsk,51.1,66.3167,35.33,62,0,12.62,KZ,1680474752
505,changji,44.0167,87.3167,29.19,43,0,4.47,CN,1680474753
506,douentza,14.9951,-2.9517,81.84,8,2,4.5,ML,1680474753
507,havoysund,70.9963,24.6622,32.23,78,99,11.32,NO,1680474753
508,corbelia,-24.7989,-53.3067,74.55,73,0,2.35,BR,1680474753
509,provideniya,64.3833,-173.3,10.51,56,75,4.47,RU,1680474636
510,saint-augustin,51.226,-58.6502,30.56,98,100,3.11,CA,1680474753
511,ormond beach,29.2858,-81.0559,85.15,61,0,9.22,US,1680474610
512,caxito,-8.5785,13.6643,75.92,96,36,2.57,AO,1680474753
513,ushumun,52.7833,126.5333,35.71,94,100,5.79,RU,1680474753
514,garissa,-0.4536,39.6401,80.49,75,23,14.85,KE,1680474754
515,hinova,44.5406,22.7769,47.39,84,12,4.47,RO,1680474755
516,mahoba,25.2833,79.8667,75.9,45,21,2.73,IN,1680474755
517,robertsport,6.7533,-11.3686,80.06,86,5,5.48,LR,1680474755
518,tairua,-37.0167,175.85,67.32,59,5,7.78,NZ,1680474611
519,qostanay,53.1667,63.5833,35.89,75,0,8.95,KZ,1680474755
520,honiara,-9.4333,159.95,85.78,70,95,5.7,SB,1680474755
521,ishigaki,24.3448,124.1572,62.73,88,40,3.44,JP,1680474755
522,los llanos de aridane,28.6585,-17.9182,66.13,74,75,16.11,ES,1680474713
523,polunochnoye,60.8697,60.4153,27.63,97,98,2.24,RU,1680474755
524,ravar,31.2656,56.8055,52.27,21,0,0.81,IR,1680474755
525,balogo,10.8868,124.7105,76.66,83,94,2.71,PH,1680474756
526,viedma,-40.8135,-62.9967,61.43,74,100,11.21,AR,1680474753
527,ikalamavony,-21.15,46.5833,66.54,92,73,4.29,MG,1680474756
528,ziparion,36.875,27.2042,63.52,77,20,14.97,GR,1680474756
529,evensk,61.95,159.2333,16.45,72,100,12.55,RU,1680474756
530,tezu,27.9167,96.1667,60.31,93,100,4.59,IN,1680474756
531,xiongyue,40.1774,122.1228,52.03,43,85,7.43,CN,1680474756
532,gumla,23.05,84.55,68.76,43,4,3.51,IN,1680474756
533,erenhot,43.6475,111.9767,28.9,53,100,13.49,CN,1680474756
534,ciudad bolivar,8.1222,-63.5497,88.02,46,93,15.82,VE,1680474741
535,geraldton,-28.7667,114.6,63.01,94,40,5.75,AU,1680474756
536,sandnessjoen,66.0217,12.6316,31.64,47,99,3.0,NO,1680474756
537,cairns,-16.9167,145.7667,82.35,83,24,3.44,AU,1680474685
538,vestmanna,62.1564,-7.1664,41.92,87,100,11.5,FO,1680474757
539,nome,64.5011,-165.4064,9.1,78,0,10.36,US,1680474526
540,victor harbor,-35.5667,138.6167,59.49,59,72,4.03,AU,1680474757
541,sinnar,13.5691,33.5672,79.39,11,31,11.21,SD,1680474757
542,grindavik,63.8424,-22.4338,39.67,87,100,14.97,IS,1680474549
543,palm valley,30.1775,-81.3876,85.05,53,98,3.06,US,1680474757
544,honningsvag,70.9821,25.9704,31.75,74,40,13.8,NO,1680474757
545,ancona,43.55,13.1667,53.47,77,75,5.99,IT,1680474757
546,itarema,-2.9248,-39.9167,75.85,88,100,3.83,BR,1680474757
547,kota,25.1833,75.8333,77.74,32,57,6.31,IN,1680474757
548,adrar,20.5022,-10.0711,77.23,5,0,6.42,MR,1680474758
549,puerto ayacucho,5.6639,-67.6236,89.91,41,100,7.27,VE,1680474758
550,kot kapura,30.5833,74.9,63.52,85,100,5.59,IN,1680474758
551,terre haute,39.4667,-87.4139,58.96,53,0,16.11,US,1680474758
552,garden city,42.3256,-83.331,47.91,61,75,13.8,US,1680474651
553,weligama,5.9667,80.4167,75.4,90,13,3.13,LK,1680474758
554,storforshei,66.4043,14.5233,19.18,67,100,3.44,NO,1680474664
555,bundaberg,-24.85,152.35,71.22,87,100,5.01,AU,1680474758
556,kusti,13.1629,32.6635,75.16,11,55,11.05,SD,1680474758
557,antofagasta,-23.65,-70.4,72.68,81,45,4.68,CL,1680474464
558,ongole,15.5,80.05,80.4,84,92,6.96,IN,1680474758
559,key west,24.5557,-81.7826,84.0,74,75,4.61,US,1680474504
